offensive  = 0
fumble  = 0
race human  = 0
race elf  = 0
race dwarf  = 0
race halfling  = -1
race gnome  = -1
race half-orc  = 0
race half-ogre  = 0
race half-elf  = 0
race brownie  = 0
race groll  = -1
race darkelf  = -2
index  = 19
name  =  cause light wounds
acttype  = 11
tochar  =  You boldy speak the word 'scrazgh' and touch $3n...
tovict  =  $1n boldy speaks the word 'scrazgh' and touches you...
torest  =  $1n boldy speaks the word 'scrazgh' and touches $3n...
toself  =  You boldy speak the word 'scrazgh'...
toselfroom  =  $1n boldy speaks the word 'scrazgh'...
realm  = 1
sphere  = 1
minpos  = 7
mana  = 20
turns  = 12
targets  = 1092
mediums  = 17
check  = 3
offensive  = 1
fumble  = 2
shield  = 0
attack clothes  =  50  1  9
attack sleather  =  50  1  9
attack hleather  =  50  1  9
attack chain  =  50  1  9
attack plate  =  50  1  9
race human  = 0
race elf  = 0
race dwarf  = 0
race halfling  = -1
race gnome  = -1
race half-orc  = 0
race half-ogre  = 0
race half-elf  = 0
race brownie  = 0
race groll  = -1
race darkelf  = -1
index  = 20
name  =  cause serious wounds
acttype  = 11
tochar  =  You boldly speak the words, 'Scrazgh mes' and touch $3n...
tovict  =  $1n boldy speaks the words, 'Scrazgh mes' and touches you...
torest  =  $1n boldy speaks the words, 'Scrazgh mes' and touches $3n...
toself  =  You boldly speak the words, 'Scrazgh mes'...
toselfroom  =  $1n boldy speaks the words, 'Scrazgh mes'...
realm  = 1
sphere  = 1
minpos  = 7
mana  = 20
turns  = 12
targets  = 1092
mediums  = 17
check  = 3
offensive  = 1
fumble  = 2
shield  = 0
attack clothes  =  50  1  7
attack sleather  =  50  1  7
attack hleather  =  50  1  7
attack chain  =  50  1  7
attack plate  =  50  1  7
race human  = 0
race elf  = 0
race dwarf  = 0
race halfling  = -1
race gnome  = -1
race half-orc  = 0
race half-ogre  = 0
race half-elf  = 0
race brownie  = 0
race groll  = -1
race darkelf  = -1
index  = 21
name  =  harm
acttype  = 11
tochar  =  You scream 'enui scrazgh mes ultur!' and slap $3n...
tovict  =  $1n screams 'enui scrazgh mes ultur!' and slaps you...
torest  =  $1n screams 'enui scrazgh mes ultur!' and slaps $3n...
toself  =  You scream 'enui scrazgh mes ultur!'and clutch at your heart...
toselfroom  =  $1n screams 'enui scrazgh mes ultur!' and clutches at $1s heart...
realm  = 1
sphere  = 1
minpos  = 7
mana  = 20
turns  = 12
targets  = 1092
mediums  = 17
check  = 3
offensive  = 1
fumble  = 2
shield  = 0
attack clothes  =  50  1  5
attack sleather  =  50  1  5
attack hleather  =  50  1  5
attack chain  =  50  1  5
attack plate  =  50  1  5
race human  = 0
race elf  = 0
race dwarf  = 0
race halfling  = -1
race gnome  = -1
race half-orc  = 0
race half-ogre  = 0
race half-elf  = 0
race brownie  = 0
race groll  = -1
race darkelf  = -1
index  = 22
name  =  dispel evil
acttype  = 11
tochar  =  You pray for divine aid in dispelling the evil of $3n...
tovict  =  "You squirm in discomfort as each word of $1n's prayer is spoken..."
torest  =  $1n directs $1s prayers towards $3n...
toself  =  You pray for a cleansing of your own evil...
toselfroom  =  $1n prays for a cleansing of $1s own evil...
realm  = 1
sphere  = 1
minpos  = 7
mana  = 20
turns  = 12
targets  = 1092
mediums  = 25
check  = 3
offensive  = 1
fumble  = 2
shield  = 2
attack clothes  =  50  1  5
attack sleather  =  50  1  5
attack hleather  =  50  1  5
attack chain  =  50  1  5
attack plate  =  50  1  5
race human  = 0
race elf  = 0
race dwarf  = 0
race halfling  = -1
race gnome  = -1
race half-orc  = 0
race half-ogre  = 0
race half-elf  = 0
race brownie  = 0
race groll  = -1
race darkelf  = -2
index  = 23
name  =  repel lesser undead
acttype  = 11
tochar  =  You raise your hand and chant, 'Muert dislux' at $3n...
tovict  =  $1n raises $1s hand and chants, 'Muert dislux' at you...
torest  =  $1n raises $1s hand and chants, 'Muert dislux' at $3n...
toself  =  You raise your hand and chant, 'Muert dislux'...
toselfroom  =  $1n raises $1s hand and chants, 'Muert dislux'...
realm  = 1
sphere  = 1
minpos  = 7
mana  = 20
turns  = 12
targets  = 68
mediums  = 29
check  = 2
offensive  = 1
fumble  = 0
race human  = 0
race elf  = 0
race dwarf  = 0
race halfling  = -1
race gnome  = -1
race half-orc  = 0
race half-ogre  = 0
race half-elf  = 0
race brownie  = 0
race groll  = 0
race darkelf  = 0
index  = 24
name  =  repel greater undead
acttype  = 11
tochar  =  You raise your hand and shout, 'Mes muert dislux' at $3n...
tovict  =  $1n raises $1s hand and shouts, 'Mes muert dislux' at you...
torest  =  $1n raises $1s hand and shouts, 'Mes muert dislux' at $3n...
toself  =  You raise your hand and shout, 'Mes muert dislux'
toselfroom  =  $1n raises $1s hand and shouts, 'Mes muert dislux'
realm  = 1
sphere  = 1
minpos  = 7
mana  = 20
turns  = 12
targets  = 32
mediums  = 29
check  = 3
offensive  = 1
fumble  = 0
race human  = 0
race elf  = 0
race dwarf  = 0
race halfling  = -1
race gnome  = -1
race half-orc  = 0
race half-ogre  = 0
race half-elf  = 0
race brownie  = 0
race groll  = 0
race darkelf  = 0
index  = 25
name  =  blind
acttype  = 11
tochar  =  "You spit into $3n's eyes and scream, 'Sansa viso!'..."
tovict  =  $1n spits into your eyes and screams, 'Sansa viso!'...
torest  =  "$1n spits into $3n's eyes and screams, 'Sansa viso!'..."
toself  =  You gouge your eyes and scream 'sansa viso!'...
toselfroom  =  $1n gouges $1s eyes and screams 'sansa viso!'...
realm  = 1
sphere  = 1
func  =  blind@basis
minpos  = 8
mana  = 20
turns  = 4
targets  = 68
mediums  = 31
check  = 2
offensive  = 1
fumble  = 0
race human  = 0
race elf  = 0
race dwarf  = 0
race halfling  = -1
race gnome  = -1
race half-orc  = 0
race half-ogre  = 0
race half-elf  = 0
race brownie  = -1
race groll  = 0
race darkelf  = 0
index  = 26
name  =  cure blind
acttype  = 11
tochar  =  "You cover $3n's eyes with your hand and pray for $3s sight..."
tovict  =  You feel gentle hands cover your eyes and hear someone begin to pray...
torest  =  "$1n places $1s hand over $3n's eyes and begins to pray..."
toself  =  You plead with the gods to restore your sight...
toselfroom  =  $1n pray to the gods for a curing...
realm  = 1
sphere  = 1
minpos  = 8
mana  = 20
turns  = 4
targets  = 8260
mediums  = 19
check  = 1
offensive  = 0
fumble  = 0
race human  = 0
race elf  = 0
race dwarf  = 0
race halfling  = -1
race gnome  = -1
race half-orc  = 0
race half-ogre  = 0
race half-elf  = 0
race brownie  = 0
race groll  = -1
race darkelf  = -2
index  = 27
name  =  locate object
acttype  = 11
tochar  =  You beckon the gods for a revelation...
tovict  =  $1n kneels and beckons the gods for guidance...
torest  =  $1n kneels and beckons the gods for guidance...
toself  =  You beckon the gods for a revelation...
toselfroom  =  $1n kneels and beckons the gods for guidance...
realm  = 1
sphere  = 1
func  =  locate_object@basis
minpos  = 8
mana  = 20
turns  = 4
targets  = 152
mediums  = 17
check  = 2
offensive  = 0
fumble  = 0
race human  = 0
race elf  = 0
race dwarf  = 0
race halfling  = -1
race gnome  = -1
race half-orc  = 0
race half-ogre  = 0
race half-elf  = 0
race brownie  = 0
race groll  = -1
race darkelf  = 0
index  = 28
name  =  locate person
acttype  = 11
tochar  =  You beckon the gods for a revelation...
torest  =  $1n kneels and beckons the gods...
toself  =  You beckon the gods for a revelation...
toselfroom  =  $1n kneels and beckons the gods...
realm  = 1
sphere  = 1
func  =  locate_char@basis
minpos  = 8
mana  = 20
turns  = 4
targets  = 88
mediums  = 17
check  = 2
offensive  = 0
fumble  = 0
race human  = 0
race elf  = 0
race dwarf  = 0
race halfling  = -1
race gnome  = -1
race half-orc  = 0
race half-ogre  = 0
race half-elf  = 0
race brownie  = 0
race groll  = 0
race darkelf  = 0
index  = 29
name  =  raise magic
acttype  = 11
tochar  =  You touch $3n and utter the words, 'Risa mystam'...
tovict  =  $1n touches you and utters the words, 'Risa mystam'...
torest  =  $1n touches $3n and utters the words, 'Risa mystam'...
toself  =  You utter the words, 'Risa mystam'...
toselfroom  =  $1n utters the words, 'Risa mystam'...
realm  = 0
sphere  = 2
func  =  raise_mag@basis
minpos  = 8
mana  = 20
turns  = 4
targets  = 68
mediums  = 23
check  = 1
offensive  = 0
fumble  = 0
race human  = 0
race elf  = 0
race dwarf  = 0
race halfling  = 0
race gnome  = 0
race half-orc  = -1
race half-ogre  = -1
race half-elf  = 0
race brownie  = 2
race groll  = -1
race darkelf  = 1
index  = 30
name  =  raise divine
acttype  = 11
tochar  =  You pray to the gods for a boon of divinity...
tovict  =  $1n prays to the gods on your behalf...
torest  =  "$1n prays to the gods on $3n's behalf..."
toself  =  You pray to the gods for a boon of divinity...
toselfroom  =  $1n prays to the gods...
realm  = 1
sphere  = 2
func  =  raise_div@basis
minpos  = 8
mana  = 20
turns  = 4
targets  = 68
mediums  = 23
check  = 1
offensive  = 0
fumble  = 0
race human  = 0
race elf  = 0
race dwarf  = 0
race halfling  = 0
race gnome  = 0
race half-orc  = 0
race half-ogre  = 0
race half-elf  = 0
race brownie  = -1
race groll  = -1
race darkelf  = -2
index  = 31
name  =  strength
acttype  = 11
tochar  =  You touch $3n and utter the word, 'Brutos'
tovict  =  $1n touches you and utter the word, 'Brutos'
torest  =  $1n touches $3n and utters the word, 'Brutos'
toself  =  You utter the word, 'Brutos'
toselfroom  =  $1n utters the word, 'Brutos'
realm  = 0
sphere  = 2
func  =  raise_str@basis
minpos  = 8
mana  = 20
turns  = 4
targets  = 68
mediums  = 23
check  = 1
offensive  = 0
fumble  = 0
race human  = 0
race elf  = 0
race dwarf  = 0
race halfling  = 0
race gnome  = 0
race half-orc  = -1
race half-ogre  = -1
race half-elf  = 0
race brownie  = 1
race groll  = -1
race darkelf  = 1
index  = 32
name  =  dexterity
acttype  = 11
tochar  =  You touch $3n and utter the word, 'Limbras'
tovict  =  $1n touches you and utters the word, 'Limbras'
torest  =  $1n touches $3n and utters the word, 'Limbras'
toself  =  You utter the word, 'Limbras'
toselfroom  =  $1n utters the word, 'Limbras'
realm  = 0
sphere  = 2
func  =  raise_dex@basis
minpos  = 8
mana  = 20
turns  = 4
targets  = 68
mediums  = 23
check  = 1
offensive  = 0
fumble  = 0
race human  = 0
race elf  = 0
race dwarf  = 0
race halfling  = 0
race gnome  = 0
race half-orc  = -1
race half-ogre  = -1
race half-elf  = 0
race brownie  = 2
race groll  = -1
race darkelf  = 1
index  = 33
name  =  constitution
acttype  = 11
tochar  =  You touch $3n and utter the word, 'Physca'
tovict  =  $1n touches you and utters the word, 'Physca'
torest  =  $1n touches $3n and utters the word, 'Physca'
toself  =  You utter the word, 'Physca'
toselfroom  =  $1n utters the word, 'Physca'
realm  = 0
sphere  = 2
func  =  raise_con@basis
minpos  = 8
mana  = 20
turns  = 4
targets  = 68
mediums  = 23
check  = 1
offensive  = 0
fumble  = 0
race human  = 0
race elf  = 0
race dwarf  = 0
race halfling  = 0
race gnome  = 0
race half-orc  = -1
race half-ogre  = -1
race half-elf  = 0
race brownie  = 1
race groll  = -1
race darkelf  = 1
index  = 34
name  =  charisma
acttype  = 11
tochar  =  You touch $3n and utter the words, 'Bealasa'
tovict  =  $1n touches you and utters the words, 'Bealasa'
torest  =  $1n touches $3n and utters the words, 'Bealasa'
toself  =  You utter the words, 'Bealasa'
toselfroom  =  $1n utters the words, 'Bealasa'
realm  = 1
sphere  = 2
func  =  raise_cha@basis
minpos  = 8
mana  = 20
turns  = 4
targets  = 68
mediums  = 23
check  = 1
offensive  = 0
fumble  = 0
race human  = 0
race elf  = 0
race dwarf  = 0
race halfling  = 0
race gnome  = 0
race half-orc  = 0
race half-ogre  = 0
race half-elf  = 0
race brownie  = -1
race groll  = -1
race darkelf  = -2
index  = 35
name  =  brain
acttype  = 11
tochar  =  You touch $3n and utter the word, 'Menantera'
tovict  =  $1n touches you and utters the word, 'Menatera'
torest  =  $1n touches $3n and utters the word, 'Menantera'
toself  =  You utter the word, 'Menantera'
toselfroom  =  $1n utters the word, 'Menantera'
realm  = 0
sphere  = 2
func  =  raise_bra@basis
minpos  = 8
mana  = 20
turns  = 4
targets  = 68
mediums  = 23
check  = 1
offensive  = 0
fumble  = 0
race human  = 0
race elf  = 0
race dwarf  = 0
race halfling  = 0
race gnome  = 0
race half-orc  = -1
race half-ogre  = -1
race half-elf  = 0
race brownie  = 2
race groll  = -1
race darkelf  = 1
index  = 36
name  =  sun ray
acttype  = 11
tochar  =  "You look to the heavens and call down the sun's cleansing power..."
tovict  =  $1n looks to the heavens and begins to chant...
torest  =  $1n looks to the heavens and begins to chant...
toself  =  "You look to the heavens and call down the sun's cleansing power..."
toselfroom  =  $1n looks to the heavens and begins to chant...
realm  = 1
sphere  = 7
func  =  sun_ray@basis
minpos  = 8
mana  = 20
turns  = 12
targets  = 68
mediums  = 61
check  = 3
offensive  = 1
fumble  = 1
shield  = 0
attack clothes  =  50  1  3
attack sleather  =  50  1  5
attack hleather  =  50  1  5
attack chain  =  50  1  3
attack plate  =  50  1  4
race human  = 0
race elf  = 0
race dwarf  = 0
race halfling  = 0
race gnome  = 0
race half-orc  = 0
race half-ogre  = 0
race half-elf  = 0
race brownie  = -1
race groll  = -1
race darkelf  = -2
index  = 37
name  =  divine resistance
acttype  = 11
tochar  =  You begin a prayer to protect $3n from the influence of the gods...
tovict  =  $1n begins a prayer to protect you from the influence of the gods...
torest  =  $1n begins a prayer to protect $3n...
toself  =  You pray to the gods to spare you from thier influence...
toselfroom  =  $1n prays to the gods for protection...
realm  = 1
sphere  = 2
func  =  raise_divine@basis
minpos  = 8
mana  = 20
turns  = 4
targets  = 68
mediums  = 23
check  = 1
offensive  = 0
fumble  = 0
race human  = 0
race elf  = 0
race dwarf  = 0
race halfling  = 0
race gnome  = 0
race half-orc  = 0
race half-ogre  = 0
race half-elf  = 0
race brownie  = -1
race groll  = -1
race darkelf  = -3
index  = 38
name  =  quicken
acttype  = 11
tochar  =  You touch $3n and utter the word, 'Acerra'
tovict  =  $1n touches you and utters the word, 'Acerra'
torest  =  $1n touches $3n and utters the word, 'Acerra'
toself  =  You utter the word, 'Acerra'
toselfroom  =  $1n utters the word, 'Acerra'
realm  = 0
sphere  = 5
func  =  quicken@basis
minpos  = 8
mana  = 20
turns  = 4
targets  = 68
mediums  = 23
check  = 1
offensive  = 0
fumble  = 0
race human  = 0
race elf  = 0
race dwarf  = 0
race halfling  = 0
race gnome  = 0
race half-orc  = -1
race half-ogre  = -1
race half-elf  = 0
race brownie  = 2
race groll  = -1
race darkelf  = 1
index  = 39
name  =  haste
acttype  = 11
tochar  =  You whirl you finger, touch $3n, and utter the word, 'Acerretania'
tovict  =  $1n whirls $1s finger, touches you, and utters the word, 'Acerrretania'
torest  =  $1n whirls $1s finger, touches $3n and utters the word, 'Acerretania'
toself  =  You whirl your finger and utter the word, 'Acerretania'
toselfroom  =  $1n whirls $1s finger and utters the word, 'Acerretania'
realm  = 0
sphere  = 5
func  =  haste@basis
minpos  = 8
mana  = 20
turns  = 4
targets  = 68
mediums  = 23
check  = 1
offensive  = 0
fumble  = 0
race human  = 0
race elf  = 0
race dwarf  = 0
race halfling  = 0
race gnome  = 0
race half-orc  = -1
race half-ogre  = -1
race half-elf  = 0
race brownie  = 2
race groll  = -1
race darkelf  = 1
index  = 40
name  =  summoning resistance
acttype  = 11
tochar  =  You trace a circle around $3n to protect $3m from the magics of conjuration...
tovict  =  $1n traces a circle around you to protect you from those who might summon you...
torest  =  $1n traces a circle around $3n...
toself  =  You trace a circle around yourself to protect against the magics of conjuration...
toselfroom  =  $1n traces a circle around $3mself...
realm  = 1
sphere  = 2
func  =  raise_summoning@basis
minpos  = 8
mana  = 20
turns  = 4
targets  = 68
mediums  = 23
check  = 1
offensive  = 0
fumble  = 0
race human  = 0
race elf  = 0
race dwarf  = 0
race halfling  = 0
race gnome  = 0
race half-orc  = 0
race half-ogre  = 0
race half-elf  = 0
race brownie  = 0
race groll  = 0
race darkelf  = 0
index  = 41
name  =  awaken
acttype  = 11
tochar  =  You lay hands on $3n and chant the words of awakening, 'Aleora desi'...
tovict  =  You somehow feel that someone is trying to awaken you...
torest  =  $1n lays hands on $3n and chants, 'Aleora desi'...
toself  =  You concentrate and try to rise from the depths of sleep...
realm  = 1
sphere  = 2
func  =  awaken@basis
minpos  = 4
mana  = 20
turns  = 4
targets  = 8260
mediums  = 31
check  = 1
offensive  = 0
fumble  = 0
race human  = 0
race elf  = 0
race dwarf  = 0
race halfling  = 0
race gnome  = 0
race half-orc  = 0
race half-ogre  = 0
race half-elf  = 0
race brownie  = 0
race groll  = 0
race darkelf  = -1
index  = 42
name  =  mind shield
acttype  = 11
tochar  =  "You touch $3n's forehead and softly chant, 'shela menant'..."
tovict  =  $1n touches your forehead and softly chants, 'shela menant'...
torest  =  "$1n touches $3n's forehead and softly chants, 'shela menant'..."
toself  =  You touch your forehead and softly chant, 'shela menant'...
toselfroom  =  $1n touches $1s forehead and softly chants, 'shela menant'...
realm  = 0
sphere  = 2
func  =  mind_shield@basis
minpos  = 8
mana  = 20
turns  = 4
targets  = 8260
mediums  = 23
check  = 1
offensive  = 0
fumble  = 0
race human  = 0
race elf  = 0
race dwarf  = 0
race halfling  = 0
race gnome  = 0
race half-orc  = -1
race half-ogre  = -1
race half-elf  = 0
race brownie  = 2
race groll  = -2
race darkelf  = 1
index  = 43
name  =  heat resistance
acttype  = 11
tochar  =  You touch $3n and softly chant, 'shela incen'...
tovict  =  $1n touches you and softly chants, 'shela incen'...
torest  =  $1n touches $3n and softly chants, 'shela incen'...
toself  =  You softly chant, 'shela incen'...
toselfroom  =  $1n softly chants, 'shela incen'...
realm  = 0
sphere  = 2
func  =  raise_heat@basis
minpos  = 8
mana  = 20
turns  = 4
targets  = 8260
mediums  = 23
check  = 1
offensive  = 0
fumble  = 0
race human  = 0
race elf  = 0
race dwarf  = 0
race halfling  = 0
race gnome  = 0
race half-orc  = 0
race half-ogre  = 0
race half-elf  = 0
race brownie  = 1
race groll  = -2
race darkelf  = 1
index  = 44
name  =  cold resistance
acttype  = 11
tochar  =  You touch $3n and softly chant, 'shela fresi'...
